id,longitude,latitude
13013017,5.420486,43.338552
13014001,5.397201,43.327862
13014006,5.390352,43.318608
13014008,5.390352,43.318608
13014010,5.40232,43.333986
13014011,5.375588,43.32902
13015004,5.358552,43.384791
13015006,5.354722,43.345435
13015011,5.35373,43.373149
13015012,5.356815,43.366514
13015013,5.354722,43.345435
13015014,5.366282,43.326872
13015015,5.35373,43.373149
13015016,5.356815,43.366514
13015018,5.366282,43.326872
13015019,5.35373,43.373149
13016002,5.327682,43.356055
13016005,5.342917,43.349239
13016006,5.342917,43.349239
13320001,5.394942,43.440935
13016007,5.327682,43.356055
13016008,5.342917,43.349239
13090006,5.447355,43.52018
13090014,5.418574,43.556526
13090016,5.432387,43.54272
13090017,5.437857,43.507207
13090019,5.432387,43.54272
13100001,5.461763,43.518572
13100004,5.38573,43.482346
13100005,5.468978,43.515147
13100006,5.456463,43.548249
13100008,5.463175,43.514731
13100009,5.466301,43.515781
13100014,5.461763,43.518572
13100016,5.471817,43.513464
13100017,5.463427,43.514434
13105001,5.472976,43.42973
13112003,5.595252,43.389418
13112005,5.604896,43.378997
13115001,5.709242,43.687514
13120001,5.465685,43.47189
22610001,-3.1369,48.844423
13120003,5.458234,43.448854
13120004,5.489589,43.462387
13120005,5.453991,43.439904
13122001,5.275809,43.54469
13122002,5.295518,43.542662
13124001,5.576811,43.399041
13124002,5.578987,43.386911
13127002,5.246434,43.444714
13127004,5.269935,43.418989
13127006,5.268067,43.426108
13127009,5.279635,43.432102
13130002,5.170551,43.491901
13130005,5.170551,43.491901
13130006,5.201414,43.518628
13140001,4.998443,43.576024
13140002,5.00809,43.583383
13140005,5.004757,43.594681
13200015,4.616594,43.654496
13150001,4.693538,43.82306
13150003,4.672775,43.800637
13150006,4.66384,43.80223
13160001,4.850359,43.891289
13160002,4.849303,43.887544
13160004,4.849789,43.879656
13170003,5.303994,43.412266
13170007,5.32607,43.421393
13170009,5.366902,43.415441
13170010,5.322515,43.406201
13170011,5.366902,43.415441
13180001,5.26114,43.400706
13190001,5.481591,43.327115
13200002,4.621444,43.670468
13200006,4.640743,43.69849
13200008,4.646315,43.658905
13200009,4.637408,43.66334
13200010,4.637569,43.690552
13200013,4.611147,43.681753
13210001,4.836082,43.788668
13210003,4.833324,43.789614
13220003,5.155719,43.392204
13230001,4.809739,43.390082
13230002,4.797277,43.394654
13230003,4.80059,43.391
13260002,5.544365,43.221761
13270005,4.940627,43.455516
13270008,4.941474,43.456045
13300001,5.098777,43.632399
24190001,0.470817,45.092004
13300002,5.093447,43.621695
13300008,5.091726,43.634471
13300009,4.963325,43.639962
13310001,4.826451,43.635747
13310002,4.802612,43.632955
13310003,1.848077,47.143446
13320003,5.421336,43.443303
13320005,5.395811,43.43364
13320011,5.394942,43.440935
13320012,5.406867,43.46187
13340001,5.223778,43.493547
13370003,5.170086,43.730973
13380002,5.456754,43.340928
13400002,5.546269,43.290709
13400003,5.586946,43.296222
13400004,5.569528,43.299044
13400005,5.601624,43.286927
13400007,5.565162,43.294562
13400014,5.569528,43.299044
